Category,Sub-Category,Product ID,Product Name,Country,Region,State,City,Postal Code,Customer ID,Customer Name,Order Date,Order ID,Segment,Ship Date,Ship Mode,Year,Bottom Half,Discount,Number of Records,Outer Venn Position,Overlapping Customers,Overlapping Position,Profit,Profit Percentage,Quantity,Sales
Automobile,Accessories,TEC-AC-10000387,KeyTronic KT800P2 - Keyboard - Black,United States,Central,Texas,Houston,77095,JE-15475,Jeremy Ellison,22/11/2017,US-2017-132577,Consumer,27/11/2017,Standard Class,2020,1,20%,1,0,1,0,-0.6008,-3%,2,24.032
Stationary,Labels,OFF-LA-10000262,Avery 494,United States,Central,Texas,Houston,77095,JE-15475,Jeremy Ellison,22/11/2017,US-2017-132577,Consumer,27/11/2017,Standard Class,2020,1,20%,1,0,1,0,0.6786,33%,1,2.088
Stationary,Binders,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,United States,Central,Texas,Houston,77095,JE-15475,Jeremy Ellison,22/11/2017,US-2017-132577,Consumer,27/11/2017,Standard Class,2020,1,80%,1,0,1,0,-6.732,-150%,5,4.488
Household goods,Furnishings,FUR-FU-10004351,Staple-based wall hangings,United States,West,California,Costa Mesa,92627,EH-13945,Eric Hoffmann,14/12/2016,CA-2016-114048,Consumer,18/12/2016,Standard Class,2019,1,0%,1,0,1,0,12.8568,44%,3,29.22
Stationary,Paper,OFF-PA-10001870,Xerox 202,United States,South,Georgia,Roswell,30076,BF-10975,Barbara Fisher,13/06/2016,CA-2016-137281,Corporate,17/06/2016,Standard Class,2019,1,0%,1,0,0,0,3.1104,48%,1,6.48
Stationary,Binders,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,United States,West,Colorado,Loveland,80538,PC-18745,Pamela Coakley,28/12/2018,US-2018-162068,Corporate,31/12/2018,Second Class,2018,1,60%,1,0,1,0,-0.99,-83%,2,1.188
Household goods,Chairs,FUR-CH-10003846,Hon Valutask Swivel Chairs,United States,East,New York,New York City,10035,SV-20365,Seth Vernon,20/09/2018,CA-2018-100111,Consumer,26/09/2018,Standard Class,2018,1,10%,1,1,1,0.5,18.1764,7%,3,272.646
Automobile,Accessories,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",United States,East,New York,New York City,10035,SV-20365,Seth Vernon,20/09/2018,CA-2018-100111,Consumer,26/09/2018,Standard Class,2018,1,5%,1,1,1,0.5,95.76,45%,2,212.8
Stationary,Paper,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",United States,East,New York,New York City,10035,SV-20365,Seth Vernon,20/09/2018,CA-2018-100111,Consumer,26/09/2018,Standard Class,2018,1,5%,1,1,1,0.5,18.1044,47%,9,38.52
Automobile,Accessories,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,United States,East,New York,New York City,10035,SV-20365,Seth Vernon,20/09/2018,CA-2018-100111,Consumer,26/09/2018,Standard Class,2018,1,5%,1,1,1,0.5,21.792,30%,2,72.64
Stationary,Storage,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",United States,East,New York,New York City,10035,SV-20365,Seth Vernon,20/09/2018,CA-2018-100111,Consumer,26/09/2018,Standard Class,2018,1,5%,1,1,1,0.5,12.712,28%,4,45.4
Stationary,Paper,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",United States,East,New York,New York City,10035,SV-20365,Seth Vernon,20/09/2018,CA-2018-100111,Consumer,26/09/2018,Standard Class,2018,1,5%,1,1,1,0.5,6.3296,46%,2,13.76
Household goods,Chairs,FUR-CH-10003061,"Global Leather Task Chair, Black",United States,East,New York,New York City,10035,SV-20365,Seth Vernon,20/09/2018,CA-2018-100111,Consumer,26/09/2018,Standard Class,2018,1,10%,1,1,1,0.5,8.0991,10%,1,80.991
Stationary,Binders,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",United States,East,New York,New York City,10035,SV-20365,Seth Vernon,20/09/2018,CA-2018-100111,Consumer,26/09/2018,Standard Class,2018,1,20%,1,1,1,0.5,3.9771,34%,3,11.784
Stationary,Fasteners,OFF-FA-10000304,Advantus Push Pins,United States,East,New York,New York City,10035,SV-20365,Seth Vernon,20/09/2018,CA-2018-100111,Consumer,26/09/2018,Standard Class,2018,1,5%,1,1,1,0.5,1.7876,41%,2,4.36
Household goods,Chairs,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,United States,East,New York,New York City,10035,SV-20365,Seth Vernon,20/09/2018,CA-2018-100111,Consumer,26/09/2018,Standard Class,2018,1,10%,1,1,1,0.5,609.7157,21%,11,"2,888.13"
Automobile,Phones,TEC-PH-10002885,Apple iPhone 5,United States,East,New York,New York City,10035,SV-20365,Seth Vernon,20/09/2018,CA-2018-100111,Consumer,26/09/2018,Standard Class,2018,1,5%,1,1,1,0.5,350.9082,27%,2,"1,299.66"
Household goods,Chairs,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,United States,East,New York,New York City,10035,SV-20365,Seth Vernon,20/09/2018,CA-2018-100111,Consumer,26/09/2018,Standard Class,2018,1,10%,1,1,1,0.5,375.735,17%,5,"2,254.41"
Automobile,Phones,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,United States,East,New York,New York City,10035,SV-20365,Seth Vernon,20/09/2018,CA-2018-100111,Consumer,26/09/2018,Standard Class,2018,1,5%,1,1,1,0.5,28.3095,27%,3,104.85
Automobile,Accessories,TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,United States,East,New York,New York City,10035,SV-20365,Seth Vernon,20/09/2018,CA-2018-100111,Consumer,26/09/2018,Standard Class,2018,1,5%,1,1,1,0.5,20.3898,34%,3,59.97
Household goods,Tables,FUR-TA-10002356,Bevis Boat-Shaped Conference Table,United States,East,Pennsylvania,Philadelphia,19143,Dp-13240,Dean percer,22/08/2018,US-2018-132381,Home Office,24/08/2018,First Class,2018,1,40%,1,1,1,0.5,-83.8752,-27%,2,314.532
Stationary,Art,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",United States,South,Florida,Miami,33178,HR-14830,Harold Ryan,18/06/2016,CA-2016-147011,Corporate,22/06/2016,Standard Class,2019,1,20%,1,0,1,0,3.5784,26%,4,13.632
Stationary,Appliances,OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,United States,Central,Texas,Grand Prairie,75051,WB-21850,William Brown,20/12/2015,CA-2015-120852,Consumer,25/12/2015,Standard Class,2018,1,80%,1,0,1,0,-49.5516,-255%,2,19.432
Automobile,Accessories,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,United States,Central,Texas,Grand Prairie,75051,WB-21850,William Brown,20/12/2015,CA-2015-120852,Consumer,25/12/2015,Standard Class,2018,1,20%,1,0,1,0,-8.18,-13%,5,65.44
Stationary,Labels,OFF-LA-10001982,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,United States,Central,Illinois,Chicago,60653,AS-10090,Adam Shillingsburg,11/09/2017,CA-2017-150007,Consumer,16/09/2017,Standard Class,2020,1,20%,1,0,1,0,2.1,35%,2,6
Stationary,Binders,OFF-BI-10004141,Insertable Tab Indexes For Data Binders,United States,Central,Illinois,Chicago,60653,AS-10090,Adam ,11/09/2017,CA-2017-150007,Consumer,16/09/2017,Standard Class,2020,1,80%,1,0,1,0,-3.2436,-170%,3,1.908
Household goods,Chairs,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",United States,East,Ohio,Parma,44134,SP-20920,Susan Pistek,12/11/2017,CA-2017-124590,Consumer,16/11/2017,Standard Class,2020,1,30%,1,1,1,0.5,-21.0686,-1%,7,"1,474.80"
Stationary,Appliances,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",United States,East,Ohio,Parma,44134,SP-20920,Susan Pistek,12/11/2017,CA-2017-124590,Consumer,16/11/2017,Standard Class,2020,1,20%,1,1,1,0.5,33.0288,30%,2,110.096
Stationary,Fasteners,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,United States,East,Ohio,Parma,44134,SP-20920,Susan Pistek,12/11/2017,CA-2017-124590,Consumer,16/11/2017,Standard Class,2020,1,20%,1,1,1,0.5,5.4444,33%,6,16.752
Household goods,Chairs,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",United States,East,Ohio,Parma,44134,SP-20920,Susan Pistek,12/11/2017,CA-2017-124590,Consumer,16/11/2017,Standard Class,2020,1,30%,1,1,1,0.5,0,0%,9,"1,537.07"
Household goods,Chairs,FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,United States,East,Ohio,Parma,44134,SP-20920,Susan Pistek,12/11/2017,CA-2017-124590,Consumer,16/11/2017,Standard Class,2020,1,30%,1,1,1,0.5,-12.8392,-3%,2,449.372
Stationary,Binders,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,United States,West,California,Redwood City,94061,SP-20650,Stephanie Phelps,14/03/2017,CA-2017-133802,Corporate,20/03/2017,Standard Class,2020,1,20%,1,0,1,0,14.1426,34%,6,41.904
Automobile,Phones,TEC-PH-10002114,Xiaomi Mi3,United States,East,New York,New York City,10011,CM-12655,Corinna Mitchell,13/11/2017,US-2017-113677,Home Office,19/11/2017,Standard Class,2020,1,0%,1,1,1,0.5,592.7896,26%,4,"2,279.96"
Stationary,Labels,OFF-LA-10001569,Avery 499,United States,East,New York,New York City,10011,CM-12655,Corinna Mitchell,13/11/2017,US-2017-113677,Home Office,19/11/2017,Standard Class,2020,1,0%,1,1,1,0.5,6.8724,46%,3,14.94
Automobile,Phones,TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,United States,West,Oregon,Springfield,97477,JR-16210,Justin Ritter,19/09/2018,CA-2018-143378,Corporate,25/09/2018,Standard Class,2018,1,20%,1,0,1,0,19.1976,10%,3,191.976
Stationary,Art,OFF-AR-10001915,Peel-Off China Markers,United States,West,Oregon,Springfield,97477,JR-16210,Justin Ritter,19/09/2018,CA-2018-143378,Corporate,25/09/2018,Standard Class,2018,1,20%,1,0,1,0,6.5538,28%,3,23.832
Household goods,Furnishings,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",United States,West,Oregon,Springfield,97477,JR-16210,Justin Ritter,19/09/2018,CA-2018-143378,Corporate,25/09/2018,Standard Class,2018,1,20%,1,0,1,0,61.3824,15%,8,409.216
Household goods,Bookcases,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,United States,West,Oregon,Springfield,97477,JR-16210,Justin Ritter,19/09/2018,CA-2018-143378,Corporate,25/09/2018,Standard Class,2018,1,60%,1,0,1,0,-128.2388,-177%,2,72.588
Stationary,Storage,OFF-ST-10000532,Advantus Rolling Drawer Organizers,United States,Central,Illinois,Chicago,60610,CB-12415,Christy Brittain,4/12/2018,CA-2018-152660,Consumer,9/12/2018,Standard Class,2018,1,20%,1,0,1,0,4.6176,8%,2,61.568
Stationary,Paper,OFF-PA-10003883,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",United States,Central,Texas,Bedford,76021,SD-20485,Shirley Daniels,31/08/2016,CA-2016-142139,Home Office,5/09/2016,Standard Class,2019,1,20%,1,0,1,0,6.812,33%,4,20.96
Automobile,Accessories,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,United States,West,California,Los Angeles,90036,SS-20140,Saphhira Shifley,3/06/2018,CA-2018-145772,Corporate,7/06/2018,Standard Class,2018,1,5%,1,0,1,0,8.5025,19%,5,44.75
Stationary,Paper,OFF-PA-10001593,Xerox 1947,United States,West,California,Los Angeles,90036,SS-20140,Saphhira Shifley,3/06/2018,CA-2018-145772,Corporate,7/06/2018,Standard Class,2018,1,5%,1,0,1,0,5.382,45%,2,11.96
Stationary,Binders,OFF-BI-10002049,UniKeep View Case Binders,United States,West,California,Los Angeles,90036,SS-20140,Saphhira Shifley,3/06/2018,CA-2018-145772,Corporate,7/06/2018,Standard Class,2018,1,20%,1,0,1,0,1.2714,33%,1,3.912
Household goods,Chairs,FUR-CH-10003817,"Global Value Steno Chair, Gray",United States,East,New York,New York City,10009,EH-13990,Erica Hackney,31/03/2017,CA-2017-124100,Consumer,6/04/2017,Standard Class,2020,1,10%,1,1,1,0.5,54.666,17%,6,327.996
Stationary,Binders,OFF-BI-10002353,GBC VeloBind Cover Sets,United States,West,California,San Francisco,94109,AH-10030,Aaron Hawkins,25/10/2015,US-2015-158400,Corporate,28/10/2015,First Class,2018,1,20%,1,0,1,0,18.528,38%,4,49.408
Automobile,Accessories,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,United States,South,Virginia,Virginia Beach,23464,EM-14200,Evan Minnotte,26/03/2018,CA-2018-162033,Home Office,2/04/2018,Standard Class,2018,1,5%,1,0,0,0,20.7675,39%,3,53.25
Stationary,Fasteners,OFF-FA-10003021,Staples,United States,South,Virginia,Virginia Beach,23464,EM-14200,Evan Minnotte,26/03/2018,CA-2018-162033,Home Office,2/04/2018,Standard Class,2018,1,5%,1,0,0,0,1.316,35%,2,3.76
Household goods,Chairs,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",United States,East,New York,New York City,10011,TB-21190,Thomas Brumley,27/12/2015,CA-2015-163447,Home Office,31/12/2015,Standard Class,2018,1,10%,1,1,1,0.5,161.9674,21%,14,767.214
Stationary,Paper,OFF-PA-10001033,Xerox 1893,United States,South,Tennessee,Lebanon,37087,AB-10165,Alan Barnes,15/09/2018,CA-2018-145737,Consumer,20/09/2018,Standard Class,2018,1,20%,1,0,1,0,59.4355,36%,5,163.96
Household goods,Tables,FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",United States,West,California,Los Angeles,90045,AO-10810,Anthony O'Donnell,16/08/2017,CA-2017-148096,Corporate,19/08/2017,First Class,2020,1,20%,1,0,0,0,12.096,8%,2,161.28
Stationary,Art,OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,United States,West,California,Chula Vista,91911,TT-21220,Thomas Thornton,4/11/2017,CA-2017-146766,Consumer,4/11/2017,Same Day,2020,1,0%,1,0,1,0,55.912,29%,4,192.8
Automobile,Accessories,TEC-AC-10000521,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",United States,Central,Texas,Mcallen,78501,KN-16705,Kristina Nunn,18/10/2016,CA-2016-105613,Home Office,22/10/2016,Standard Class,2019,1,20%,1,0,1,0,3.462,13%,3,27.696
Stationary,Appliances,OFF-AP-10000026,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,United States,Central,Texas,Mcallen,78501,KN-16705,Kristina Nunn,18/10/2016,CA-2016-105613,Home Office,22/10/2016,Standard Class,2019,1,80%,1,0,1,0,-186.5682,-255%,5,73.164
Stationary,Paper,OFF-PA-10002986,Xerox 1898,United States,South,Florida,Hollywood,33021,FO-14305,Frank Olsen,31/10/2017,US-2017-142251,Consumer,4/11/2017,Second Class,2020,1,20%,1,0,1,0,11.2224,35%,6,32.064
Household goods,Bookcases,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,United States,West,California,San Francisco,94110,GA-14725,Guy Armstrong,30/03/2015,CA-2015-131247,Consumer,4/04/2015,Standard Class,2018,1,15%,1,0,1,0,-12.098,-6%,2,205.666
Stationary,Storage,OFF-ST-10000532,Advantus Rolling Drawer Organizers,United States,West,California,Santa Maria,93454,NC-18415,Nathan Cano,18/04/2016,US-2016-113593,Consumer,20/04/2016,First Class,2019,1,0%,1,0,1,0,30.0144,26%,3,115.44
Stationary,Paper,OFF-PA-10001497,Xerox 1914,United States,East,Connecticut,Manchester,6040,JF-15190,Jamie Frazer,9/07/2018,CA-2018-121083,Consumer,15/07/2018,Standard Class,2018,1,5%,1,1,1,0.5,134.652,49%,5,274.8
Stationary,Storage,OFF-ST-10002554,Tennsco Industrial Shelving,United States,East,Connecticut,Manchester,6040,JF-15190,Jamie Frazer,9/07/2018,CA-2018-121083,Consumer,15/07/2018,Standard Class,2018,1,5%,1,1,1,0.5,3.9128,2%,4,195.64
Automobile,Phones,TEC-PH-10001336,Digium D40 VoIP phone,United States,East,Connecticut,Manchester,6040,JF-15190,Jamie Frazer,9/07/2018,CA-2018-121083,Consumer,15/07/2018,Standard Class,2018,1,5%,1,1,1,0.5,74.8142,29%,2,257.98
Stationary,Art,OFF-AR-10002987,Prismacolor Color Pencil Set,United States,East,Connecticut,Manchester,6040,JF-15190,Jamie Frazer,9/07/2018,CA-2018-121083,Consumer,15/07/2018,Standard Class,2018,1,5%,1,1,1,0.5,48.8064,41%,6,119.04
Stationary,Paper,OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",United States,Central,Nebraska,Omaha,68104,GT-14710,Greg Tran,27/06/2018,CA-2018-151190,Consumer,1/07/2018,Standard Class,2018,1,5%,1,0,1,0,9.2322,46%,3,20.07
Stationary,Art,OFF-AR-10003394,Newell 332,United States,West,California,San Jose,95123,KM-16660,Khloe Miller,22/12/2015,CA-2015-133543,Consumer,26/12/2015,Standard Class,2018,1,5%,1,0,1,0,3.1752,27%,4,11.76
Stationary,Art,OFF-AR-10003394,Newell 332,United States,West,California,San Francisco,94122,PJ-18835,Patrick Jones,21/11/2018,CA-2018-105130,Corporate,25/11/2018,Standard Class,2018,1,5%,1,0,1,0,3.1752,27%,4,11.76
Stationary,Binders,OFF-BI-10001191,Canvas Sectional Post Binders,United States,West,California,San Francisco,94122,PJ-18835,Patrick Jones,21/11/2018,CA-2018-105130,Corporate,25/11/2018,Standard Class,2018,1,20%,1,0,1,0,14.7668,36%,2,40.736
Automobile,Phones,TEC-PH-10003484,Ooma Telo VoIP Home Phone System,United States,West,California,San Francisco,94109,AC-10660,Anna Chung,27/06/2017,CA-2017-161928,Consumer,29/06/2017,Second Class,2020,1,20%,1,0,1,0,12.599,6%,2,201.584
Household goods,Chairs,FUR-CH-10003968,Novimex Turbo Task Chair,United States,West,California,Long Beach,90805,JG-15310,Jason Gross,28/12/2018,CA-2018-101322,Corporate,31/12/2018,First Class,2018,1,20%,1,0,1,0,-34.0704,-10%,6,340.704
Household goods,Bookcases,FUR-BO-10001608,"Hon Metal Bookcases, Black",United States,South,Georgia,Columbus,31907,RM-19375,Raymond Messe,8/04/2017,US-2017-106600,Consumer,11/04/2017,First Class,2020,1,0%,1,0,1,0,88.725,25%,5,354.9
Household goods,Bookcases,FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",United States,West,California,San Francisco,94110,EK-13795,Eileen Kiefer,18/03/2015,CA-2015-111871,Home Office,21/03/2015,Second Class,2018,1,15%,1,0,0,0,70.49,6%,10,"1,198.33"
Stationary,Storage,OFF-ST-10002485,Rogers Deluxe File Chest,United States,West,California,Los Angeles,90004,RD-19585,Rob Dowd,3/07/2018,CA-2018-139437,Consumer,8/07/2018,Standard Class,2018,1,5%,1,0,1,0,0.8792,1%,4,87.92
Household goods,Furnishings,FUR-FU-10001876,"Computer Room Manger, 14""",United States,East,Pennsylvania,Philadelphia,19120,CV-12805,Cynthia Voltz,20/04/2018,CA-2018-151484,Corporate,23/04/2018,First Class,2018,1,20%,1,1,1,0.5,10.3936,20%,2,51.968
Stationary,Storage,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",United States,East,Pennsylvania,Philadelphia,19120,CV-12805,Cynthia Voltz,20/04/2018,CA-2018-151484,Corporate,23/04/2018,First Class,2018,1,20%,1,1,1,0.5,5.7753,11%,3,51.336
Stationary,Storage,OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,United States,East,Pennsylvania,Philadelphia,19120,CV-12805,Cynthia Voltz,20/04/2018,CA-2018-151484,Corporate,23/04/2018,First Class,2018,1,20%,1,1,1,0.5,33.2704,10%,1,332.704
Household goods,Furnishings,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",United States,East,Pennsylvania,Philadelphia,19120,CV-12805,Cynthia Voltz,20/04/2018,CA-2018-151484,Corporate,23/04/2018,First Class,2018,1,20%,1,1,1,0.5,9.5418,23%,3,42.408
Stationary,Envelopes,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",United States,Central,Oklahoma,Tulsa,74133,AG-10330,Alex Grayson,3/08/2017,CA-2017-104150,Consumer,5/08/2017,Second Class,2020,1,0%,1,0,0,0,38.3238,47%,3,81.54
Automobile,Accessories,TEC-AC-10004803,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,United States,Central,Oklahoma,Tulsa,74133,AG-10330,Alex Grayson,3/08/2017,CA-2017-104150,Consumer,5/08/2017,Second Class,2020,1,0%,1,0,0,0,23.4192,14%,12,167.28
Stationary,Storage,OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,United States,West,California,Los Angeles,90049,GM-14440,Gary McGarr,3/12/2017,CA-2017-161025,Consumer,9/12/2017,Standard Class,2020,1,0%,1,0,1,0,108.1752,14%,4,772.68
Automobile,Phones,TEC-PH-10004667,Cisco 8x8 Inc. 6753i IP Business Phone System,United States,South,Florida,Lakeland,33801,MC-17605,Matt Connell,19/03/2015,CA-2015-103989,Corporate,21/03/2015,First Class,2018,1,20%,1,0,1,0,28.3479,9%,3,323.976
Stationary,Labels,OFF-LA-10000443,Avery 501,United States,South,Florida,Lakeland,33801,MC-17605,Matt Connell,19/03/2015,CA-2015-103989,Corporate,21/03/2015,First Class,2018,1,20%,1,0,1,0,3.9852,34%,4,11.808
Stationary,Storage,OFF-ST-10000918,Crate-A-Files,United States,South,Florida,Lakeland,33801,MC-17605,Matt Connell,19/03/2015,CA-2015-103989,Corporate,21/03/2015,First Class,2018,1,20%,1,0,1,0,1.962,7%,3,26.16
Stationary,Binders,OFF-BI-10001196,"Avery Flip-Chart Easel Binder, Black",United States,South,Florida,Lakeland,33801,MC-17605,Matt Connell,19/03/2015,CA-2015-103989,Corporate,21/03/2015,First Class,2018,1,60%,1,0,1,0,-25.737,-77%,5,33.57
Household goods,Furnishings,FUR-FU-10003981,Eldon Wave Desk Accessories,United States,South,Florida,Lakeland,33801,MC-17605,Matt Connell,19/03/2015,CA-2015-103989,Corporate,21/03/2015,First Class,2018,1,20%,1,0,1,0,1.3728,28%,3,4.992
Household goods,Furnishings,FUR-FU-10002508,Document Clip Frames,United States,South,Florida,Lakeland,33801,MC-17605,Matt Connell,19/03/2015,CA-2015-103989,Corporate,21/03/2015,First Class,2018,1,20%,1,0,1,0,5.5044,28%,3,20.016
Automobile,Accessories,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",United States,South,Florida,Lakeland,33801,MC-17605,Matt Connell,19/03/2015,CA-2015-103989,Corporate,21/03/2015,First Class,2018,1,20%,1,0,1,0,53.2,31%,2,170.24
Stationary,Paper,OFF-PA-10002377,Xerox 1916,United States,Central,Texas,Houston,77036,ES-14020,Erica Smith,20/04/2016,CA-2016-142433,Consumer,25/04/2016,Standard Class,2019,1,20%,1,0,1,0,44.046,38%,3,117.456
Stationary,Paper,OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,United States,West,California,Los Angeles,90008,RW-19540,Rick Wilson,19/09/2016,CA-2016-132815,Corporate,22/09/2016,Second Class,2019,1,0%,1,0,0,0,11.2504,49%,2,22.96
